address,suburb,earliest_confirmed_year,min_age_years,lead_score,age_confidence,address_match,area_m2,lot_m2,length_m,width_m,rect_fill,category,contact_name,contact_phone,contact_email,contact_website,postcode,council,pools_at_address,lat,lon,osm_id
283 CONCORD ROAD CONCORD WEST,CONCORD WEST,2005,21,53.9,0.26,exact,40.1,1540.1,9.2,4.4,0.999,residential,,,,,2138,CANADA BAY,,-33.8522444,151.090693,way/677396017
32 DUDLEY ROAD ROSE BAY,ROSE BAY,2005,21,53.9,0.59,nearby,22.0,1034.2,6.4,4.0,0.862,residential,,,,,2029,WOOLLAHRA,,-33.8656851,151.2766531,way/875117995
30 ETHAM AVENUE DARLING POINT,DARLING POINT,1998,28,53.9,0.26,nearby,26.9,741.6,11.7,3.3,0.693,residential,,,,,2027,WOOLLAHRA,,-33.870592,151.2395249,way/1154162274
42 FLINTON STREET PADDINGTON,PADDINGTON,1998,28,53.9,0.24,exact,14.7,10027.4,4.7,3.1,1.0,residential,,,,,2021,WOOLLAHRA,,-33.8835735,151.2257134,way/1424811182
39 WHALING ROAD NORTH SYDNEY,NORTH SYDNEY,2005,21,53.9,0.84,exact,57.3,329.6,10.7,5.5,0.975,residential,,,,,2060,NORTH SYDNEY,,-33.8414725,151.2129561,way/1247264435
COMMONWEALTH PARADE MANLY,MANLY,1998,28,53.9,0.38,nearby,726.2,80152.4,43.3,21.6,0.777,public_commercial,,,,,2095,NORTHERN BEACHES,,-33.8002012,151.275364,way/40936212
UPPER CLONTARF STREET ALLAMBIE HEIGHTS,ALLAMBIE HEIGHTS,2005,21,53.9,0.26,exact,32.6,4195.0,7.4,4.4,1.0,residential,,,,,2100,NORTHERN BEACHES,,-33.7811742,151.2428868,way/1295174719
98 BENELONG ROAD CREMORNE,CREMORNE,2005,21,53.9,0.18,exact,35.3,712.6,10.4,5.0,0.679,residential,,,,,2090,NORTH SYDNEY,,-33.8249,151.2284003,way/1511440457
72 WYCOMBE ROAD NEUTRAL BAY,NEUTRAL BAY,2005,21,53.9,0.38,exact,37.8,1449.1,9.6,3.9,1.0,residential,,,,,2089,NORTH SYDNEY,,-33.8376324,151.221835,way/1524818959
74 AWABA STREET MOSMAN,MOSMAN,2005,21,53.9,0.85,nearby,40.1,352.5,8.4,4.8,0.999,residential,,,,,2088,MOSMAN,,-33.8207251,151.2410669,way/1532947617
14 CROWS NEST ROAD WAVERTON,WAVERTON,2005,21,53.9,0.33,exact,132.7,683.2,15.3,14.8,0.587,strata_or_commercial,,,,,2060,NORTH SYDNEY,,-33.8359315,151.1989368,way/1323713807
1 WERINGA AVENUE CAMMERAY,CAMMERAY,2005,21,53.9,0.75,nearby,45.1,383.0,9.4,5.4,0.886,residential,,,,,2062,NORTH SYDNEY,,-33.8207214,151.2172418,way/1511440398
58 ROBERT STREET WILLOUGHBY EAST,WILLOUGHBY EAST,2005,21,53.9,0.32,nearby,49.4,996.6,10.8,5.5,0.832,residential,,,,,2068,WILLOUGHBY,,-33.7997354,151.2037841,way/1530244385
22A HILLSIDE CRESCENT EPPING,EPPING,2005,21,53.9,0.38,exact,33.0,1525.7,8.7,3.8,0.998,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7804226,151.080242,way/906403409
1 FIRST AVENUE EPPING,EPPING,2005,21,53.9,0.31,exact,45.0,569.2,9.1,6.2,0.801,residential,,,,,2121,CITY OF PARRAMATTA,,-33.780508,151.0694161,way/955525732
5 YORK STREET EPPING,EPPING,2005,21,53.9,0.38,exact,40.8,1715.7,10.5,3.9,1.0,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7685071,151.0908346,way/972576829
14 VINCENTIA STREET MARSFIELD,MARSFIELD,2005,21,53.9,0.62,exact,34.8,32209.1,7.2,6.6,0.731,residential,,,,,2122,RYDE,,-33.7804816,151.1051256,way/972703734
7 SANCTUARY CLOSE CHERRYBROOK,CHERRYBROOK,2005,21,53.9,0.26,exact,29.0,1244.5,7.6,3.8,1.0,residential,,,,,2126,HORNSBY,,-33.7323868,151.0398404,way/1300842533
344-352 PENNANT HILLS ROAD PENNANT HILLS,PENNANT HILLS,1998,28,53.9,0.38,nearby,28.6,9298.7,8.5,3.4,1.0,residential,,,,,2120,HORNSBY,,-33.7381982,151.0736993,way/1307024602
30B CLISSOLD ROAD WAHROONGA,WAHROONGA,1998,28,53.9,0.41,nearby,22.7,592.1,7.9,2.9,0.999,residential,,,,,2076,KU-RING-GAI,,-33.7136458,151.1404158,way/1310962575
26 HINES PLACE MOUNT ANNAN,MOUNT ANNAN,2005,21,53.8,0.29,exact,38.3,17790.1,8.7,6.2,0.713,residential,,,,,2567,CAMDEN,,-34.0595469,150.7578061,way/1472582621
106 WORONORA CRESCENT COMO,COMO,2005,21,53.8,0.64,exact,20.1,820.5,6.7,3.0,0.998,residential,,,,,2226,SUTHERLAND SHIRE,,-34.0032547,151.0593534,way/1136956848
VIRGINIUS STREET PADSTOW,PADSTOW,1998,28,53.8,0.33,exact,22.5,45681.4,7.0,3.6,0.886,residential,,,,,2211,CANTERBURY-BANKSTOWN,,-33.9592677,151.0228999,way/943230752
25 FRANCES STREET RANDWICK,RANDWICK,1998,28,53.8,0.52,nearby,22.2,5849.1,8.2,2.7,1.0,residential,,,,,2031,RANDWICK,,-33.9112359,151.2426485,way/972185341
68 NICHOLSON STREET STRATHFIELD,STRATHFIELD,1998,28,53.8,0.41,nearby,29.5,453.2,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,,-33.881739,151.0950312,way/565655638
1A ROE STREET NORTH BONDI,NORTH BONDI,1998,28,53.8,0.55,exact,21.4,318.6,7.9,2.8,0.968,residential,,,,,2026,WAVERLEY,,-33.8803181,151.2710934,way/955333195
28 ELAMANG AVENUE KIRRIBILLI,KIRRIBILLI,2005,21,53.8,0.58,exact,41.2,479.3,9.5,4.8,0.897,residential,,,,,2061,NORTH SYDNEY,,-33.8462128,151.2154868,way/555874670
43 EDENLEE STREET EPPING,EPPING,2005,21,53.8,0.32,nearby,42.3,1426.5,9.2,5.3,0.866,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7797208,151.0707983,way/906403397
12X DUIGNAN CLOSE EPPING,EPPING,2005,21,53.8,0.2,nearby,39.3,3021.2,9.1,5.3,0.815,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7810697,151.0906055,way/970508880
6 WARD STREET EASTWOOD,EASTWOOD,2005,21,53.8,0.37,exact,39.6,875.7,9.0,4.6,0.962,residential,,,,,2122,RYDE,,-33.7869392,151.074172,way/1335862110
2 SHELLBANK PARADE CREMORNE,CREMORNE,2005,21,53.8,0.54,nearby,43.4,2438.9,11.0,4.0,0.999,residential,,,,,2090,NORTH SYDNEY,2,-33.8172088,151.2302272,way/1532945613
24 BULLECOURT AVENUE MOSMAN,MOSMAN,2005,21,53.8,0.59,nearby,50.8,770.9,9.3,6.3,0.869,residential,,,,,2088,MOSMAN,,-33.817627,151.241135,way/1532945576
17/755-759 PACIFIC HIGHWAY CHATSWOOD,CHATSWOOD,2005,21,53.8,0.52,exact,24.2,1562.6,7.7,3.1,0.999,residential,,,,,2067,WILLOUGHBY,,-33.7994794,151.1792602,way/931252338
15 CHARLES STREET CASTLECRAG,CASTLECRAG,2005,21,53.8,0.52,exact,17.2,808.9,6.0,2.9,0.997,residential,,,,,2068,WILLOUGHBY,,-33.8008124,151.2141923,way/1160023875
36 MACPHERSON STREET CREMORNE,CREMORNE,2005,21,53.8,0.42,exact,14.7,1024.7,6.5,2.8,0.797,residential,,,,,2090,NORTH SYDNEY,,-33.8240384,151.2314246,way/1511440394
18 CAIRO STREET CAMMERAY,CAMMERAY,2005,21,53.8,0.46,exact,32.9,360.6,7.6,5.8,0.742,residential,,,,,2062,NORTH SYDNEY,,-33.8211864,151.2142459,way/1515306936
22 IREDALE AVENUE CREMORNE POINT,CREMORNE POINT,2005,21,53.8,0.52,exact,23.6,913.7,5.9,4.0,0.999,residential,,,,,2090,NORTH SYDNEY,,-33.8370676,151.2267418,way/1519565237
52 LAUREL STREET WILLOUGHBY,WILLOUGHBY,2005,21,53.8,0.49,exact,30.5,874.2,8.6,3.5,1.0,residential,,,,,2068,WILLOUGHBY,,-33.8010046,151.2007863,way/1519568267
12 RUTLAND AVENUE CASTLECRAG,CASTLECRAG,2005,21,53.8,0.81,nearby,30.3,791.2,9.7,3.1,0.999,residential,,,,,2068,WILLOUGHBY,,-33.8012845,151.2131751,way/1531773751
THE ESPLANADE FRESHWATER,FRESHWATER,1998,28,53.8,0.55,exact,17.0,96660.8,6.4,2.7,0.999,residential,,,,,2096,NORTHERN BEACHES,5,-33.7818496,151.289498,way/569159474
146 RAY ROAD EPPING,EPPING,2005,21,53.8,0.27,exact,55.6,1022.5,12.9,5.4,0.796,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7675998,151.066935,way/938744268
3 SMITH STREET EPPING,EPPING,2005,21,53.8,0.42,nearby,32.0,1535.9,8.2,4.0,0.968,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7728381,151.0850624,way/939344548
12 MCMULLEN AVENUE CARLINGFORD,CARLINGFORD,2005,21,53.8,0.15,exact,35.8,1111.3,8.7,5.1,0.804,residential,,,,,2118,CITY OF PARRAMATTA,,-33.7671691,151.0524107,way/952811851
35 WILLOUGHBY STREET EPPING,EPPING,2005,21,53.8,0.64,exact,38.8,11263.3,8.9,4.4,0.999,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7770044,151.0649557,way/967423130
50-56 OXFORD STREET EPPING,EPPING,2005,21,53.8,0.71,nearby,45.3,6592.9,9.2,5.8,0.853,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7697687,151.0843174,way/971899783
12 FOREST GLEN CHERRYBROOK,CHERRYBROOK,2005,21,53.8,0.47,nearby,42.4,776.5,9.6,5.7,0.776,residential,,,,,2126,HORNSBY,,-33.7213466,151.0373276,way/1301300287
161 CASTLE HILL ROAD CASTLE HILL,CASTLE HILL,1998,28,53.8,0.6,exact,31.4,29419.0,10.1,3.1,0.999,residential,,,,,2154,THE HILLS SHIRE,,-33.7324645,151.0186842,way/1323560637
96 BEE FARM ROAD SPRINGWOOD,SPRINGWOOD,1998,28,53.8,0.21,exact,13.8,25678.0,4.2,4.2,0.784,residential,,,,,2777,BLUE MOUNTAINS,,-33.7110476,150.5601685,way/1011935198
CUDGEGONG ROAD ROUSE HILL,ROUSE HILL,1998,28,53.8,0.55,exact,12.5,223936.0,5.7,2.2,0.999,residential,,,,,2155,THE HILLS SHIRE,,-33.6895995,150.9187384,way/1409347453
9 KNIGHTSBRIDGE PLACE CASTLE HILL,CASTLE HILL,2005,21,53.8,0.4,exact,23.1,2668.8,7.1,3.3,1.0,residential,,,,,2154,THE HILLS SHIRE,,-33.7128784,150.987035,way/1415593229
11 VINEYS ROAD DURAL,DURAL,1998,28,53.8,0.4,exact,45.5,23512.3,11.5,4.1,0.956,residential,,,,,2158,HORNSBY,,-33.6925187,151.0378516,way/1275677420
22Z HERITAGE PARK DRIVE CASTLE HILL,CASTLE HILL,1998,28,53.8,0.28,exact,35.4,309928.7,7.8,4.6,0.999,residential,,,,,2154,THE HILLS SHIRE,,-33.7155321,151.0140458,way/1315639534
MONTADALE AVENUE ELIZABETH HILLS,ELIZABETH HILLS,1998,28,53.7,0.35,exact,26.8,13506.1,8.6,3.1,1.0,residential,,,,,2171,LIVERPOOL,2,-33.899489,150.8448124,way/1551477854
35 GOVETT STREET RANDWICK,RANDWICK,1998,28,53.7,0.71,nearby,24.9,296.9,8.5,3.1,0.956,residential,,,,,2031,RANDWICK,,-33.9045255,151.2376008,way/955333287
11-37 HENRY STREET SYDENHAM,SYDENHAM,1998,28,53.7,0.35,exact,18.9,14690.9,7.0,2.8,0.947,residential,,,,,2044,INNER WEST,,-33.9173251,151.1690728,way/1417209223
68 CORONATION PARADE ENFIELD,ENFIELD,1998,28,53.7,0.24,exact,29.5,537.3,8.2,3.6,0.998,residential,,,,,2136,BURWOOD,,-33.8919731,151.0912929,way/565667119
PALMER AVENUE STRATHFIELD,STRATHFIELD,1998,28,53.7,0.56,nearby,41.0,200.2,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,2,-33.8867028,151.0770884,way/568460520
458 NEW SOUTH HEAD ROAD DOUBLE BAY,DOUBLE BAY,1998,28,53.7,0.24,exact,50.8,508.8,12.6,4.1,0.981,residential,,,,,2028,WOOLLAHRA,,-33.8762164,151.2453867,way/833724304
58 STREATFIELD ROAD BELLEVUE HILL,BELLEVUE HILL,1998,28,53.7,0.4,nearby,21.2,693.6,7.0,3.0,1.0,residential,,,,,2023,WOOLLAHRA,,-33.8841675,151.2534564,way/1424707044
54 ELLALONG ROAD CREMORNE,CREMORNE,2005,21,53.7,0.64,exact,66.5,638.6,12.8,5.2,0.999,residential,,,,,2090,NORTH SYDNEY,,-33.8194236,151.2311382,way/1511440263
4A RICHMOND AVENUE CREMORNE,CREMORNE,2005,21,53.7,0.46,nearby,24.9,810.5,6.0,5.6,0.737,residential,,,,,2090,NORTH SYDNEY,2,-33.8235547,151.228465,way/1511440368
10 INKERMAN STREET MOSMAN,MOSMAN,2005,21,53.7,0.17,exact,35.3,733.0,8.7,5.7,0.716,residential,,,,,2088,MOSMAN,,-33.8178935,151.2361626,way/1532945617
1 KIPPARA ROAD DOVER HEIGHTS,DOVER HEIGHTS,1998,28,53.7,0.18,nearby,69.5,1387.3,21.7,3.3,0.969,residential,,,,,2030,WAVERLEY,,-33.8798349,151.2794804,way/955379339
32 DARLEY STREET NEUTRAL BAY,NEUTRAL BAY,2005,21,53.7,0.31,nearby,37.8,1133.2,9.1,5.0,0.828,residential,,,,,2089,NORTH SYDNEY,,-33.8368417,151.2137238,way/1469131784
26 DAWSON STREET EPPING,EPPING,2005,21,53.7,0.31,nearby,45.6,1078.1,10.0,5.4,0.839,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7638644,151.066286,way/838429872
17 LYNDEN AVENUE CARLINGFORD,CARLINGFORD,2005,21,53.7,0.58,nearby,24.8,1007.9,7.5,3.8,0.872,residential,,,,,2118,CITY OF PARRAMATTA,,-33.7694953,151.0449086,way/955244620
1 BRIGADOON COURT EPPING,EPPING,2005,21,53.7,0.31,nearby,52.2,1086.2,10.4,6.2,0.804,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7795327,151.0852866,way/958355522
213 VIMIERA ROAD MARSFIELD,MARSFIELD,2005,21,53.7,0.73,exact,43.3,139525.1,9.1,5.5,0.857,residential,,,,,2122,RYDE,5,-33.7705221,151.0986606,way/972576832
2-4 BURBANK PLACE NORWEST,NORWEST,2005,21,53.7,0.76,exact,26.8,20144.4,7.9,4.5,0.752,residential,,,,,2153,THE HILLS SHIRE,,-33.732446,150.9588967,way/1058029232
3/10 GRASSLAND STREET ROUSE HILL,ROUSE HILL,1998,28,53.7,0.35,exact,113.6,10031.8,17.1,6.7,0.999,residential,,,,,2155,THE HILLS SHIRE,,-33.6877502,150.9065487,way/1014210523
14 MARANA ROAD EARLWOOD,EARLWOOD,1998,28,53.6,0.19,nearby,35.3,1132.0,11.3,3.5,0.881,residential,,,,,2206,CANTERBURY-BANKSTOWN,,-33.9240952,151.1105309,way/1348042908
FARNSWORTH AVENUE WARRAGAMBA,WARRAGAMBA,1998,28,53.6,0.39,exact,41.8,394754.5,10.2,4.4,0.931,residential,,,,,2752,WOLLONDILLY,,-33.8831503,150.6139601,way/771587223
1/55-57 GIPPS STREET CONCORD,CONCORD,2005,21,53.6,0.36,exact,31.3,1543.6,8.4,3.7,0.999,residential,,,,,2137,CANADA BAY,,-33.8628228,151.0983848,way/576140780
8 HUNTER STREET DOVER HEIGHTS,DOVER HEIGHTS,2005,21,53.6,0.48,exact,34.0,1069.8,8.9,3.8,1.0,residential,,,,,2030,WAVERLEY,,-33.8692313,151.2825009,way/875174144
47 SHELLCOVE ROAD KURRABA POINT,KURRABA POINT,2005,21,53.6,0.51,exact,14.1,2394.5,6.1,2.3,1.0,residential,,,,,2089,NORTH SYDNEY,2,-33.8396143,151.2244893,way/1525482029
80 FARM ROAD MULGOA,MULGOA,1998,28,53.6,0.32,exact,23.9,51936.7,7.2,3.8,0.874,residential,,,,,2745,PENRITH,,-33.8400577,150.6640766,way/817634102
6A ERSKINE PARK ROAD ERSKINE PARK,ERSKINE PARK,1998,28,53.6,0.39,exact,28.2,332110.4,8.8,3.4,0.954,residential,,,,,2759,PENRITH,,-33.7990541,150.8116746,way/1015390408
63 CHELMSFORD AVENUE EPPING,EPPING,2005,21,53.6,0.19,nearby,37.5,1206.2,9.3,5.1,0.79,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7795616,151.0738662,way/943681860
28 PARRY STREET RYDE,RYDE,2005,21,53.6,0.29,exact,21.5,1971.9,6.7,3.6,0.882,residential,,,,,2112,RYDE,,-33.8235726,151.1121656,way/1260433224
5 ALEXANDRIA AVENUE EASTWOOD,EASTWOOD,2005,21,53.6,0.24,exact,29.0,1395.9,7.6,4.1,0.928,residential,,,,,2122,RYDE,,-33.7866957,151.0900301,way/1337621129
17 THE SCARP CASTLECRAG,CASTLECRAG,2005,21,53.6,0.63,exact,12.5,1108.5,5.6,2.2,0.998,residential,,,,,2068,WILLOUGHBY,,-33.8006122,151.223678,way/1326479827
21 BENNETT STREET CREMORNE,CREMORNE,2005,21,53.6,0.63,exact,25.4,893.1,7.8,3.2,1.0,residential,,,,,2090,NORTH SYDNEY,,-33.8349001,151.2242817,way/1519565516
10 WONGA ROAD CREMORNE,CREMORNE,2005,21,53.6,0.53,nearby,31.5,1622.7,8.6,3.7,0.999,residential,,,,,2090,NORTH SYDNEY,2,-33.8188869,151.2280471,way/1524873277
11A THE BOULEVARDE CAMMERAY,CAMMERAY,2005,21,53.6,0.32,exact,31.3,440.0,7.9,5.6,0.706,residential,,,,,2062,NORTH SYDNEY,,-33.8179615,151.2138233,way/1511440314
CAMBRIDGE STREET CAMMERAY,CAMMERAY,2005,21,53.6,0.53,exact,37.6,6451.3,9.2,4.7,0.873,residential,,,,,2062,NORTH SYDNEY,,-33.8187751,151.2109708,way/1511440347
17 RICHMOND AVENUE CREMORNE,CREMORNE,2005,21,53.6,0.51,exact,20.8,1010.3,6.6,3.1,0.998,residential,,,,,2090,NORTH SYDNEY,,-33.8245973,151.2297313,way/1511440387
107 BRIDGE ROAD RYDE,RYDE,2005,21,53.6,0.31,nearby,44.4,1328.4,9.3,5.4,0.895,residential,,,,,2112,RYDE,,-33.7916514,151.1068051,way/931221801
27 FREDERICK STREET RYDE,RYDE,2005,21,53.6,0.26,exact,32.0,1533.2,10.2,3.6,0.863,residential,,,,,2112,RYDE,,-33.8201556,151.1132409,way/1259350165
15 WANDOO AVENUE RYDE,RYDE,2005,21,53.6,0.48,exact,36.6,1140.7,9.3,4.0,0.999,residential,,,,,2112,RYDE,,-33.8181208,151.1033112,way/1260433345
1 CAMPBELL PARADE MANLY VALE,MANLY VALE,1998,28,53.6,0.42,exact,27.1,25942.9,7.3,3.7,0.999,residential,,,,,2093,NORTHERN BEACHES,,-33.7819405,151.2741704,way/569165121
4 SHIRLEY STREET EPPING,EPPING,2005,21,53.6,0.14,exact,46.6,1141.3,10.8,5.7,0.753,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7738975,151.0613958,way/955525739
5 CONSTANCE CLOSE EPPING,EPPING,2005,21,53.6,0.36,exact,39.2,1078.2,8.8,4.5,0.999,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7635307,151.0849585,way/972489310
14 GLOUCESTER ROAD EPPING,EPPING,2005,21,53.6,0.14,exact,48.0,1408.2,9.0,6.1,0.882,residential,,,,,2121,CITY OF PARRAMATTA,,-33.7695512,151.0937614,way/972576827
14 BROOKPINE PLACE WEST PENNANT HILLS,WEST PENNANT HILLS,2005,21,53.6,0.51,exact,21.8,1171.1,6.5,3.5,0.971,residential,,,,,2125,THE HILLS SHIRE,,-33.7427029,151.0230097,way/681510324
11 DENISON PLACE CROMER,CROMER,2005,21,53.6,0.14,exact,33.5,1127.4,9.3,4.8,0.745,residential,,,,,2099,NORTHERN BEACHES,,-33.7319627,151.260629,way/1365323702
22 STANWAY AVENUE SPRINGWOOD,SPRINGWOOD,1998,28,53.6,0.29,exact,28.1,21893.0,8.5,3.8,0.879,residential,,,,,2777,BLUE MOUNTAINS,2,-33.702292,150.5535509,way/1005848735
26 PACIFIC PARADE DEE WHY,DEE WHY,2005,21,53.6,0.41,exact,15.3,1101.8,8.0,2.5,0.756,residential,,,,,2099,NORTHERN BEACHES,,-33.7544705,151.2865482,way/1450267522
60A HANSENS ROAD MINTO HEIGHTS,MINTO HEIGHTS,2005,21,53.5,0.82,exact,79.7,29182.7,12.6,6.3,0.999,residential,,,,,2566,CAMPBELLTOWN,,-34.03522,150.8749927,way/868038811
9 WARATAH ROAD KENTLYN,KENTLYN,2005,21,53.5,0.82,exact,45.8,29564.3,9.4,4.9,0.999,residential,,,,,2560,CAMPBELLTOWN,,-34.0541829,150.8614234,way/868038869
11 MERMAID AVENUE MAROUBRA,MAROUBRA,2005,21,53.5,0.33,nearby,110.2,1482.8,13.4,11.1,0.738,public_commercial,,,,,2035,RANDWICK,,-33.9373793,151.2585823,way/1304421852
1-3 GAREMA CIRCUIT KINGSGROVE,KINGSGROVE,1998,28,53.5,0.34,exact,15.6,5979.7,6.7,2.3,0.998,residential,,,,,2208,GEORGES RIVER,,-33.9353049,151.0939992,way/1539628664
190 MAJORS BAY ROAD CONCORD,CONCORD,2005,21,53.5,0.6,exact,35.5,638114.4,9.0,4.8,0.817,residential,,,,,2137,CANADA BAY,3,-33.8487825,151.1006826,way/659658709
1 ABBOTSFORD COVE DRIVE ABBOTSFORD,ABBOTSFORD,2005,21,53.5,0.3,nearby,60.9,4009.7,13.2,5.6,0.829,residential,,,,,2046,CANADA BAY,,-33.8500392,151.1305253,way/1348621052
42 DOVER ROAD ROSE BAY,ROSE BAY,1998,28,53.5,0.38,exact,21.6,500.5,7.6,2.8,1.0,residential,,,,,2029,WOOLLAHRA,,-33.872097,151.2727882,way/875174222
6 ORMOND STREET PADDINGTON,PADDINGTON,1998,28,53.5,0.58,nearby,18.7,239.1,5.1,3.7,0.999,residential,,,,,2021,WOOLLAHRA,,-33.8845179,151.2262228,way/1424811154
2A BRADLEYS HEAD ROAD MOSMAN,MOSMAN,2005,21,53.5,0.75,exact,26.0,408273.5,8.5,4.2,0.727,residential,,,,,2088,MOSMAN,6,-33.8448372,151.24288,way/1519565490
2 COLINDIA AVENUE NEUTRAL BAY,NEUTRAL BAY,2005,21,53.5,0.25,exact,30.3,961.5,10.8,3.5,0.799,residential,,,,,2089,NORTH SYDNEY,,-33.8380684,151.2155108,way/1511188947
25 RUTLEDGE STREET EASTWOOD,EASTWOOD,2005,21,53.5,0.35,exact,28.8,1146.6,7.5,4.0,0.963,residential,,,,,2122,RYDE,,-33.7935059,151.0758683,way/1340649438
114 SPIT ROAD MOSMAN,MOSMAN,2005,21,53.5,0.55,nearby,14.0,2796.2,4.5,3.1,0.998,residential,,,,,2088,MOSMAN,,-33.8200364,151.2432896,way/1524861724
3 INKERMAN STREET MOSMAN,MOSMAN,2005,21,53.5,0.35,exact,33.2,1086.3,8.1,4.1,0.999,residential,,,,,2088,MOSMAN,,-33.8182582,151.2369178,way/1532945562
162 HOPETOUN AVENUE VAUCLUSE,VAUCLUSE,1998,28,53.5,0.22,exact,25.9,576.2,8.3,3.1,0.998,residential,,,,,2030,WOOLLAHRA,,-33.8475289,151.2811943,way/1481743006
MCHATTON STREET NORTH SYDNEY,NORTH SYDNEY,2005,21,53.5,0.52,nearby,29.9,1159.3,7.7,3.9,0.999,residential,,,,,2060,NORTH SYDNEY,,-33.8344466,151.203692,way/1469131786
561 NORTH ROCKS ROAD CARLINGFORD,CARLINGFORD,2005,21,53.5,0.35,exact,34.5,1004.2,7.9,4.4,0.987,residential,,,,,2118,CITY OF PARRAMATTA,,-33.7644985,151.0559581,way/954786918
PITTWATER ROAD DEE WHY,DEE WHY,1998,28,53.5,0.34,exact,9.8,13116.9,5.1,2.0,0.973,residential,,,,,2099,NORTHERN BEACHES,,-33.7462749,151.3025455,way/1428949865
HENRY STREET GORDON,GORDON,1998,28,53.5,0.55,nearby,32.5,62984.0,8.7,3.8,0.999,residential,,,,,2072,KU-RING-GAI,,-33.7544294,151.1538342,way/1330089818
10 BARA WAY ROUSE HILL,ROUSE HILL,1998,28,53.5,0.27,exact,36.4,643.7,11.9,3.0,0.998,residential,,,,,2155,THE HILLS SHIRE,,-33.6916589,150.9310852,way/1348092082
64 JUPITER ROAD KELLYVILLE,KELLYVILLE,2005,21,53.5,0.28,exact,18.3,1025.7,6.2,3.6,0.832,residential,,,,,2155,THE HILLS SHIRE,,-33.7024662,150.9540611,way/1394861372
31 PALMER STREET WINDSOR,WINDSOR,1998,28,53.5,0.33,nearby,37.3,116601.5,8.9,4.9,0.862,residential,,,,,2756,HAWKESBURY,,-33.606307,150.8293974,way/1136613222
15 FRASER ROAD COWAN,COWAN,2005,21,53.5,0.5,exact,11.5,867.5,4.0,2.9,0.998,residential,,,,,2081,HORNSBY,,-33.589972,151.1690083,way/1330540770
371-399 CAPTAIN COOK DRIVE KURNELL,KURNELL,1998,28,53.4,0.38,exact,31.2,2471770.3,8.5,3.8,0.963,residential,,,,,2231,SUTHERLAND SHIRE,,-34.039061,151.1513238,way/1482150757
10 WAGONGA CLOSE PRESTONS,PRESTONS,1998,28,53.4,0.42,nearby,20.6,527.8,6.8,3.1,0.976,residential,,,,,2170,LIVERPOOL,,-33.9503311,150.8649344,way/1001102417
ELIZABETH DRIVE CECIL HILLS,CECIL HILLS,1998,28,53.4,0.31,exact,15.7,9101149.4,5.9,3.0,0.867,residential,,,,,2171,LIVERPOOL,7,-33.8945265,150.8264125,way/1001063358
5/6A DEFRIES AVENUE ZETLAND,ZETLAND,2005,21,53.4,0.39,exact,75.5,8504.5,16.6,6.4,0.712,residential,,,,,2017,SYDNEY,,-33.9069357,151.2126338,way/612285667
10 RYE AVENUE BEXLEY,BEXLEY,1998,28,53.4,0.53,exact,1046.0,60945.5,50.3,20.8,1.0,public_commercial,,,,,2207,BAYSIDE,,-33.9476147,151.1152993,way/35501879
2436 SILVERDALE ROAD SILVERDALE,SILVERDALE,1998,28,53.4,0.26,exact,65.3,304756.0,11.5,5.7,1.0,residential,,,,,2752,WOLLONDILLY,,-33.8789969,150.6209875,way/771587182
3 BIRNAM GROVE STRATHFIELD,STRATHFIELD,1998,28,53.4,0.11,exact,63.8,1192.2,15.8,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8814084,151.0843503,way/565655552
223 HOMEBUSH ROAD STRATHFIELD,STRATHFIELD,2005,21,53.4,0.62,exact,41.0,660.2,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8904851,151.0832836,way/565667111
7 ANGEL ROAD STRATHFIELD,STRATHFIELD,1998,28,53.4,0.08,nearby,41.0,1036.5,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8823609,151.0946498,way/566064578
2-34 DAVIDSON STREET GREENACRE,GREENACRE,1998,28,53.4,0.38,exact,41.0,68760.6,10.3,4.0,0.999,residential,,,,,2190,CANTERBURY-BANKSTOWN,,-33.8856963,151.0683293,way/566064582
39 UNDERWOOD ROAD HOMEBUSH,HOMEBUSH,2005,21,53.4,0.65,exact,19.0,691.5,6.3,3.0,0.999,residential,,,,,2140,STRATHFIELD,,-33.8588476,151.0807878,way/574231349
1 NOTTS AVENUE BONDI BEACH,BONDI BEACH,2005,21,53.4,0.7,exact,706.9,2901.2,49.2,14.8,0.969,public_commercial,,,,,2026,WAVERLEY,,-33.8950307,151.2744369,way/354264855
